,actual,predicted
2864,7.4,[9.17968644]
2865,13.5,[12.47736172]
2866,3.6,[4.11113534]
2867,1.6,[2.59661222]
2868,18.5,[20.49560573]
2869,18.46,[20.95170062]
2870,3.25,[2.67450134]
2871,6.8,[7.33994665]
2872,11.99,[13.18589694]
2873,7.75,[7.97223165]
2874,3.8,[5.05139659]
2875,16.25,[17.49173844]
2876,8.62,[8.26229555]
2877,0.7,[3.14043948]
2878,40.0,[40.90245333]
2879,0.75,[2.9024125]
2880,4.95,[4.36799372]
2881,2.99,[3.25686291]
2882,4.08,[3.73107676]
2883,15.65,[14.15131387]
2884,13.5,[13.17405879]
2885,7.65,[9.01748783]
2886,32.25,[35.80573649]
2887,5.75,[6.82384054]
2888,3.9,[3.8661712]
2889,3.47,[3.11263481]
2890,6.5,[6.40008832]
2891,7.5,[7.74569585]
2892,16.25,[16.38693038]
2893,5.25,[4.96014942]
2894,6.5,[5.76122079]
2895,3.69,[2.16997128]
2896,2.6,[1.51790505]
2897,10.85,[11.64395211]
2898,5.2,[7.07054925]
2899,7.25,[5.14949714]
2900,8.08,[13.3032898]
2901,4.29,[4.2986436]
2902,9.9,[7.89312289]
2903,3.25,[1.01405434]
2904,9.2,[9.95172509]
2905,2.7,[2.38965501]
2906,3.25,[2.75090278]
2907,12.5,[11.78813634]
2908,6.0,[7.83054555]
2909,8.75,[6.71277495]
2910,3.87,[2.76009325]
2911,9.44,[8.93476761]
2912,27.0,[29.35045173]
2913,3.65,[4.95896428]
2914,1.46,[1.10589926]
2915,3.25,[3.61892263]
2916,3.75,[3.14466054]
2917,4.35,[4.42973669]
2918,7.05,[7.39615907]
2919,1.35,[0.92605728]
2920,12.5,[14.52758089]
2921,5.68,[7.29265592]
2922,8.25,[8.73814843]
2923,8.49,[8.41889451]
2924,2.4,[3.38119903]
2925,12.75,[10.30978384]
2926,32.73,[31.05037462]
2927,3.75,[3.40480599]
2928,2.5,[2.44417546]
2929,5.5,[6.12094359]
2930,4.54,[2.85193794]
2931,0.9,[3.5350903]
2932,8.42,[9.20890983]
2933,2.93,[1.62411939]
2934,13.56,[14.84213223]
2935,20.5,[17.47171815]
2936,1.85,[0.10404765]
2937,5.95,[5.91529074]
2938,2.25,[2.39348811]
2939,2.13,[1.50932483]
2940,2.89,[2.80397846]
2941,3.85,[4.34444386]
2942,17.5,[17.10478487]
2943,4.9,[4.69308721]
2944,10.64,[11.4882527]
2945,9.75,[9.80799181]
2946,3.0,[2.08453558]
2947,6.75,[5.81401602]
2948,9.66,[10.39416596]
2949,15.25,[18.64213838]
2950,6.8,[6.78353681]
2951,4.95,[4.44429511]
2952,2.25,[2.22698157]
2953,7.9,[6.99689236]
2954,2.44,[1.90817503]
2955,7.25,[6.81150012]
2956,5.0,[5.0487196]
2957,4.35,[4.73238293]
2958,22.99,[24.15306436]
2959,4.0,[3.68572381]
2960,30.72,[28.94684774]
2961,1.92,[0.57735555]
2962,15.54,[14.22182081]
2963,9.3,[9.28920939]
2964,1.8,[2.71745646]
2965,4.45,[5.25881982]
2966,2.6,[2.88221646]
2967,10.5,[13.99418153]
2968,1.15,[1.64445882]
2969,4.75,[3.90369001]
2970,3.48,[2.73298033]
2971,3.1,[3.07972903]
2972,4.75,[4.3013769]
2973,2.5,[1.3796614]
2974,43.3,[37.60373811]
2975,10.36,[13.71336674]
2976,3.8,[3.93810831]
2977,6.0,[6.68301488]
2978,1.5,[2.11971186]
2979,33.66,[33.64399387]
2980,23.5,[23.30965215]
2981,6.55,[6.64734899]
2982,10.07,[11.89790157]
2983,12.75,[12.23861602]
2984,6.34,[5.45403792]
2985,1.88,[2.75366384]
2986,4.62,[4.89045436]
2987,24.0,[24.03494985]
2988,45.0,[41.88018675]
2989,6.05,[5.84694089]
2990,3.13,[2.36287297]
2991,2.36,[4.03406091]
2992,5.25,[5.26235837]
2993,6.0,[5.96324343]
2994,3.4,[3.68638308]
2995,25.5,[27.32841085]
2996,2.1,[2.68057887]
2997,2.35,[2.84255664]
2998,2.5,[3.25266188]
2999,6.4,[5.96170372]
3000,2.49,[2.13871611]
3001,7.0,[5.60681083]
3002,1.25,[0.43352391]
3003,2.49,[2.22469655]
3004,4.9,[5.22170122]
3005,12.5,[13.80809794]
3006,7.9,[9.62123752]
3007,15.0,[15.36304428]
3008,4.0,[3.1672441]
3009,3.85,[2.42398766]
3010,6.25,[6.3462559]
3011,4.8,[5.54575115]
3012,42.75,[37.5697859]
3013,56.5,[47.61980329]
3014,8.65,[10.17779663]
3015,3.95,[2.99730811]
3016,4.3,[4.38742407]
3017,4.5,[5.14379022]
3018,11.82,[10.67824788]
3019,5.0,[5.20456095]
3020,5.4,[6.21284578]
3021,2.9,[3.63141926]
3022,4.5,[4.73037608]
3023,8.5,[6.51421341]
3024,21.73,[22.01368953]
3025,4.78,[3.53504291]
3026,4.34,[3.56758837]
3027,32.78,[32.41610015]
3028,6.99,[7.07355999]
3029,2.5,[3.15716096]
3030,6.45,[8.01017506]
3031,6.95,[7.42210965]
3032,3.8,[2.55439811]
3033,28.0,[26.55619491]
3034,0.85,[4.06922027]
3035,4.7,[4.50120285]
3036,5.45,[5.56058046]
3037,5.25,[5.42345262]
3038,2.65,[2.88867308]
3039,1.99,[1.55451596]
3040,5.4,[4.3422657]
3041,6.15,[6.74286101]
3042,3.1,[3.41961181]
3043,8.45,[8.94833242]
3044,15.0,[16.3435571]
3045,3.65,[2.69983003]
3046,3.5,[-1.17558887]
3047,13.5,[14.88701434]
3048,9.45,[10.00937819]
3049,3.75,[2.65333748]
3050,2.44,[2.30423625]
3051,3.7,[5.61655182]
3052,6.95,[7.64519285]
3053,42.5,[36.3818104]
3054,3.65,[5.26733159]
3055,9.2,[7.81600271]
3056,2.65,[2.56725779]
3057,1.65,[0.69959295]
3058,5.5,[6.22860392]
3059,5.59,[5.499404]
3060,5.8,[4.01755009]
3061,8.5,[8.60621071]
3062,26.0,[30.47216211]
3063,23.5,[22.24839153]
3064,6.0,[6.0491765]
3065,56.0,[48.08334359]
3066,16.95,[17.67659922]
3067,3.8,[4.55012104]
3068,3.57,[1.98644723]
3069,4.85,[3.61250102]
3070,15.2,[12.78106107]
3071,6.3,[6.41317673]
3072,3.95,[2.70203798]
3073,10.08,[10.73741649]
3074,5.63,[5.16150069]
3075,16.77,[16.84755302]
3076,41.5,[42.44526135]
3077,5.35,[4.86291404]
3078,4.25,[3.37788575]
3079,10.35,[12.62512641]
3080,9.73,[10.65128848]
3081,5.15,[5.8525619]
3082,5.95,[6.68464013]
3083,15.5,[16.28176567]
3084,7.83,[8.34053406]
3085,2.5,[1.2936225]
3086,2.5,[2.41842664]
3087,8.5,[11.80795845]
3088,10.75,[8.88347861]
3089,6.6,[6.31047303]
3090,4.4,[4.695477]
3091,4.0,[3.57360448]
3092,9.43,[8.27153099]
3093,9.45,[11.05066432]
3094,10.0,[11.46763996]
3095,1.25,[1.45189872]
3096,3.75,[4.04900295]
3097,10.0,[3.33612279]
3098,11.88,[10.7194276]
3099,5.9,[5.45266341]
3100,19.0,[18.52446805]
3101,10.4,[9.7631994]
3102,17.98,[21.41739803]
3103,4.45,[4.88609649]
3104,6.25,[5.51597374]
3105,27.87,[27.55808356]
3106,6.5,[5.50088372]
3107,22.25,[26.73323546]
3108,10.25,[10.45495148]
3109,11.78,[13.65213921]
3110,7.29,[8.98698619]
3111,13.85,[17.8729111]
3112,3.99,[3.54077346]
3113,7.0,[7.78970812]
3114,9.49,[10.45681458]
3115,3.95,[3.76684892]
3116,4.33,[4.19516646]
3117,5.11,[4.90908989]
3118,4.2,[3.83011242]
3119,2.8,[2.36768445]
3120,24.99,[24.83807352]
3121,5.95,[4.38965137]
3122,6.69,[6.76031583]
3123,5.45,[5.02844469]
3124,3.99,[4.36692757]
3125,3.3,[3.8919171]
3126,2.85,[3.21440059]
3127,14.5,[15.75441505]
3128,3.41,[3.67205047]
3129,7.99,[7.33924403]
3130,12.03,[12.6430705]
3131,7.85,[8.6456868]
3132,6.0,[3.83428093]
3133,18.5,[17.94747455]
3134,3.5,[4.56818179]
3135,4.25,[4.22236587]
3136,13.0,[11.25931104]
3137,2.65,[1.97431229]
3138,4.91,[4.84983618]
3139,3.55,[3.89113772]
3140,32.64,[32.71905563]
3141,6.75,[5.93285098]
3142,8.7,[12.01609692]
3143,7.56,[6.90192939]
3144,3.75,[2.67552768]
3145,28.5,[24.95833309]
3146,2.47,[1.79031924]
3147,5.9,[6.6474895]
3148,4.25,[4.25477801]
3149,4.1,[3.49941948]
3150,4.0,[4.38917045]
3151,43.6,[41.50829297]
3152,4.3,[4.55963687]
3153,3.6,[3.5680605]
3154,8.9,[5.4875685]
3155,9.0,[9.47304943]
3156,7.4,[7.24283247]
3157,2.65,[2.4858109]
3158,4.5,[4.217307]
3159,3.95,[4.73237198]
3160,5.95,[6.42866223]
3161,16.52,[18.7257663]
3162,7.97,[8.0800728]
3163,2.0,[2.19863193]
3164,3.25,[3.78027182]
3165,3.9,[5.00184405]
3166,5.35,[5.16434083]
3167,8.7,[8.47963726]
3168,4.6,[4.40622375]
3169,2.75,[2.57524892]
3170,3.6,[4.3907223]
3171,4.75,[4.74500697]
3172,29.0,[27.13176352]
3173,23.0,[22.79497585]
3174,5.5,[5.89873446]
3175,30.5,[27.99041204]
3176,1.65,[1.02452216]
3177,2.95,[2.28849635]
3178,25.75,[26.89309542]
3179,2.95,[3.12729705]
3180,11.56,[13.67050589]
3181,2.5,[2.24307026]
3182,3.65,[3.60546555]
3183,4.14,[3.79404509]
3184,3.7,[2.45288474]
3185,5.99,[6.82490261]
3186,2.25,[2.96619543]
3187,32.73,[32.6731473]
3188,7.55,[6.44187374]
3189,3.48,[2.14887383]
3190,5.15,[5.56618482]
3191,6.9,[8.05449404]
3192,1.85,[1.9942942]
3193,3.2,[3.26826757]
3194,12.0,[13.80217345]
3195,4.75,[4.59823477]
3196,5.25,[4.83605583]
3197,5.4,[4.46538903]
3198,4.45,[3.75336799]
3199,3.85,[3.81305666]
3200,3.75,[2.99781234]
3201,15.49,[16.14902265]
3202,4.5,[3.17803068]
3203,3.25,[3.52362602]
3204,83.96,[77.27492883]
3205,8.75,[9.35842618]
3206,6.17,[6.73341241]
3207,3.95,[4.14162153]
3208,6.21,[6.16193095]
3209,8.4,[12.3745196]
3210,6.75,[9.30903092]
3211,9.19,[8.71932335]
3212,10.19,[8.90319219]
3213,3.29,[2.44273979]
3214,5.0,[4.98377601]
3215,9.25,[9.98388959]
3216,4.12,[3.06080369]
3217,2.25,[2.58783758]
3218,2.45,[2.90828746]
3219,6.2,[5.96641046]
3220,4.9,[3.56347131]
3221,20.0,[17.57383863]
3222,1.7,[1.49730314]
3223,75.0,[65.58255363]
3224,3.5,[2.37589482]
3225,4.4,[4.61111413]
3226,4.95,[6.45835575]
3227,3.99,[4.93446564]
3228,15.0,[21.88334185]
3229,6.1,[5.96318304]
3230,6.5,[6.05632541]
3231,4.5,[4.42722076]
3232,70.8,[64.98485333]
3233,5.0,[4.45227592]
3234,2.05,[2.63438215]
3235,10.5,[9.17382331]
3236,6.32,[5.5309453]
3237,5.9,[6.9266606]
3238,2.7,[2.62492738]
3239,4.65,[7.25629589]
3240,3.25,[3.50597643]
3241,2.5,[2.04254962]
3242,30.0,[31.95768901]
3243,4.7,[4.30881328]
3244,6.55,[5.96023637]
3245,19.75,[19.52844297]
3246,4.75,[4.36007977]
3247,0.53,[3.02904125]
3248,17.08,[17.94370358]
3249,1.7,[2.28720595]
3250,8.11,[9.14060495]
3251,16.5,[17.52189716]
3252,8.11,[8.56916497]
3253,3.75,[3.20004889]
3254,3.1,[2.16637712]
3255,1.15,[0.26629862]
3256,3.35,[3.76138359]
3257,11.66,[13.20001694]
3258,7.57,[7.76581667]
3259,8.4,[7.88204406]
3260,2.3,[2.07116092]
3261,6.3,[6.96851051]
3262,8.61,[7.84260204]
3263,8.5,[7.87955556]
3264,17.75,[17.10145342]
3265,8.9,[8.6825486]
3266,3.0,[2.68399528]
3267,8.0,[6.52365218]
3268,5.8,[5.3633676]
3269,4.9,[6.69895353]
3270,27.0,[27.28410806]
3271,5.2,[5.69407968]
3272,2.99,[2.13904832]
3273,1.9,[2.11761547]
3274,1.3,[0.09414418]
3275,4.06,[3.79900925]
3276,5.8,[5.97143256]
3277,5.7,[6.26926386]
3278,26.0,[26.71092334]
3279,3.38,[2.72522763]
3280,5.25,[3.79948817]
3281,2.15,[1.75212937]
3282,15.45,[14.69699995]
3283,3.25,[2.13896677]
3284,9.25,[9.13483061]
3285,4.25,[4.61504457]
3286,9.85,[8.17095945]
3287,17.55,[20.92375056]
3288,1.65,[1.23268603]
3289,4.0,[5.0058889]
3290,4.5,[4.22871451]
3291,4.3,[5.87554802]
3292,31.15,[27.90885089]
3293,4.5,[5.03622722]
3294,4.45,[4.85015805]
3295,6.0,[6.09611977]
3296,2.9,[3.16353246]
3297,11.99,[17.41631663]
3298,19.6,[17.96918363]
3299,6.8,[6.14759357]
3300,5.7,[4.71894536]
3301,97.07,[75.70770859]
3302,2.3,[1.71478529]
3303,27.0,[25.68170515]
3304,1.38,[0.75527351]
3305,11.97,[11.77231443]
3306,3.0,[2.30746609]
3307,2.4,[2.4809688]
3308,8.15,[7.24589718]
3309,10.2,[12.62512641]
3310,6.75,[8.16599658]
3311,14.49,[17.31061301]
3312,75.0,[57.21785784]
3313,10.75,[9.79074697]
3314,46.95,[39.16596928]
3315,47.5,[49.71699214]
3316,2.0,[1.89895325]
3317,5.9,[5.46796929]
3318,18.0,[20.05967146]
3319,6.42,[6.68565288]
3320,2.69,[2.71427666]
3321,13.2,[12.03712689]
3322,7.75,[6.63998427]
3323,4.25,[4.75317492]
3324,3.0,[2.72073691]
3325,6.5,[5.79403253]
3326,2.81,[2.38249885]
3327,4.8,[3.53503163]
3328,6.0,[5.15436134]
3329,3.32,[2.41484481]
3330,25.64,[26.91617412]
3331,2.65,[-0.98500902]
3332,9.15,[9.52345482]
3333,16.56,[22.34238448]
3334,2.39,[2.48521257]
3335,16.75,[15.20726347]
3336,1.8,[2.57902637]
3337,1.5,[1.54061338]
3338,5.75,[6.25449475]
3339,2.65,[2.22706558]
3340,9.18,[9.07346338]
3341,11.5,[12.73628482]
3342,11.25,[12.80505134]
3343,9.75,[13.83477491]
3344,11.51,[12.65593926]
3345,3.8,[2.64269576]
3346,2.9,[2.64501083]
3347,5.77,[6.24534195]
3348,5.64,[4.71541482]
3349,2.35,[2.23164094]
3350,6.5,[5.79515814]
3351,10.5,[12.65674896]
3352,17.25,[16.64410391]
3353,3.84,[2.21690733]
3354,8.0,[9.20207767]
3355,2.75,[2.14489134]
3356,4.83,[4.24645642]
3357,4.5,[1.81198925]
3358,2.85,[3.92975849]
3359,8.63,[9.0871317]
3360,5.4,[6.81221134]
3361,9.13,[8.53986038]
3362,30.54,[35.09526161]
3363,41.0,[41.58251075]
3364,4.3,[3.87918555]
3365,7.2,[6.07750615]
3366,39.41,[38.81702554]
3367,3.1,[3.3434067]
3368,1.4,[2.20080124]
3369,3.2,[2.09561574]
3370,5.5,[4.33729787]
3371,19.97,[20.9207955]
3372,23.68,[23.54224399]
3373,3.61,[3.90758949]
3374,5.2,[4.62933123]
3375,1.55,[2.17274777]
3376,9.18,[9.0956395]
3377,1.0,[0.56404953]
3378,11.5,[14.18064449]
3379,22.0,[23.80026849]
3380,4.45,[4.85268432]
3381,44.56,[44.29411475]
3382,3.75,[4.52678076]
3383,3.25,[3.62910496]
3384,18.75,[20.48588415]
3385,4.5,[3.29579468]
3386,2.5,[2.38107298]
3387,7.56,[7.49871824]
3388,11.0,[10.28871789]
3389,16.0,[14.04132296]
3390,9.5,[8.75652936]
3391,3.12,[2.30084776]
3392,7.9,[6.81267925]
3393,6.44,[7.60622731]
3394,4.72,[4.11354411]
3395,13.52,[13.96292036]
3396,6.22,[6.07766601]
3397,2.85,[3.21101154]
3398,3.5,[1.80417877]
3399,25.0,[27.32057791]
3400,5.91,[5.26698895]
3401,3.82,[3.03493561]
3402,58.91,[53.88131573]
3403,2.5,[1.52431134]
3404,6.25,[9.77602645]
3405,20.0,[21.99889445]
3406,19.5,[20.34739326]
3407,3.5,[4.04994136]
3408,3.75,[2.91992595]
3409,4.2,[3.86801915]
3410,3.65,[2.74674447]
3411,10.85,[10.7100106]
3412,13.25,[13.46484298]
3413,8.5,[7.28531235]
3414,25.0,[26.72361005]
3415,3.85,[3.89987653]
3416,2.2,[3.06766731]
3417,45.86,[42.710065]
3418,7.67,[7.43969745]
3419,0.86,[1.12870187]
3420,5.5,[5.92447977]
3421,6.2,[6.54978564]
3422,6.5,[6.62339961]
3423,6.35,[6.00773339]
3424,3.75,[3.29861331]
3425,12.0,[11.54814032]
3426,27.3,[26.21699307]
3427,16.5,[18.64464525]
3428,3.55,[4.44557907]
3429,5.6,[5.12272113]
3430,7.48,[8.1158332]
3431,2.65,[1.59828357]
3432,8.25,[8.74517548]
3433,0.8,[-0.14022057]
3434,3.3,[2.09515876]
3435,6.45,[5.71890243]
3436,5.72,[4.92048965]
3437,10.49,[10.48331101]
3438,1.85,[-0.27217737]
3439,3.75,[3.70193451]
3440,7.68,[9.06745876]
3441,8.27,[8.06568602]
3442,1.0,[0.98943988]
3443,3.41,[2.39991635]
3444,5.8,[4.78790003]
3445,3.3,[3.20457163]
3446,8.25,[8.14671218]
3447,6.85,[8.04530106]
3448,6.99,[6.00944692]
3449,15.5,[14.18886143]
3450,3.8,[4.33639995]
3451,7.35,[6.72444374]
3452,7.29,[7.97791951]
3453,6.5,[6.91839992]
3454,13.9,[13.91847688]
3455,5.87,[5.96984475]
3456,24.5,[23.77404277]
3457,10.99,[10.45748453]
3458,8.0,[8.10843176]
3459,3.5,[3.30884593]
3460,2.95,[3.28590823]
3461,8.0,[9.76032017]
3462,16.9,[17.60317373]
3463,1.11,[1.19398809]
3464,9.19,[11.70425746]
3465,3.39,[3.38553981]
3466,0.69,[1.23630826]
3467,4.25,[5.96765357]
3468,5.45,[5.93601285]
3469,1.94,[2.19274758]
3470,5.2,[8.09841724]
3471,11.5,[8.93394961]
3472,2.11,[1.56206388]
3473,9.65,[11.30207182]
3474,1.95,[2.16082642]
3475,29.5,[29.7918073]
3476,5.75,[5.6972204]
3477,5.6,[5.64896236]
3478,10.65,[10.09566425]
3479,5.5,[5.56823276]
3480,1.38,[0.01923298]
3481,8.51,[7.97715277]
3482,1.0,[0.84492872]
3483,12.0,[10.33025734]
3484,3.1,[1.6888884]
3485,8.99,[9.03103532]
3486,5.85,[6.19215433]
3487,2.35,[3.19194764]
3488,4.65,[4.00831618]
3489,5.53,[5.22472592]
3490,4.39,[4.84678608]
3491,3.25,[1.9607615]
3492,3.41,[2.72190262]
3493,14.45,[10.79816624]
3494,2.3,[2.13404814]
3495,20.04,[19.76209229]
3496,45.0,[30.50660504]
3497,3.9,[3.68964864]
3498,11.73,[11.7349466]
3499,8.25,[7.51665632]
3500,1.85,[0.32425232]
3501,6.25,[6.34762118]
3502,23.58,[22.56686803]
3503,5.25,[5.10384399]
3504,3.19,[1.25603478]
3505,4.1,[4.67702554]
3506,45.0,[38.45727888]
3507,17.0,[19.72543413]
3508,4.35,[4.5697503]
3509,3.1,[2.84144844]
3510,5.5,[5.50805962]
3511,5.84,[6.28882572]
3512,5.1,[6.69210729]
3513,3.65,[5.03175246]
3514,1.1,[2.31052186]
3515,3.6,[3.700828]
3516,3.94,[3.2825722]
3517,3.7,[3.40070089]
3518,7.23,[8.30735239]
3519,2.75,[2.12854606]
3520,2.35,[1.51806709]
3521,6.2,[4.91976495]
3522,8.25,[8.76644401]
3523,13.99,[12.26835885]
3524,25.0,[23.50111648]
3525,13.05,[12.59994674]
3526,26.0,[27.43034594]
3527,8.0,[8.11800026]
3528,7.94,[8.03297135]
3529,10.11,[12.09774181]
3530,11.5,[12.73572729]
3531,3.25,[2.69410413]
3532,5.35,[6.0115385]
3533,3.6,[3.07863502]
3534,17.9,[17.53410714]
3535,1.0,[2.82642759]
3536,5.49,[5.88887704]
3537,6.75,[5.93947837]
3538,10.97,[14.13605323]
3539,8.25,[7.84750504]
3540,7.25,[4.70984111]
3541,3.3,[5.1619538]
3542,17.65,[20.92504666]
3543,4.25,[3.42827042]
3544,18.36,[18.3521484]
3545,3.52,[3.67838171]
3546,8.0,[10.35271567]
3547,2.62,[2.21264324]
3548,1.75,[2.24249037]
3549,1.35,[0.28322604]
3550,2.55,[2.40976692]
3551,2.48,[2.64998679]
3552,1.5,[1.47581467]
3553,50.66,[56.908913]
3554,2.5,[3.72501624]
3555,3.71,[2.48999491]
3556,19.46,[17.40728237]
3557,29.5,[41.5858737]
3558,3.39,[4.13974539]
3559,2.7,[1.20509228]
3560,3.98,[3.94002748]
3561,2.15,[2.42270719]
3562,8.85,[11.23785828]
3563,8.95,[12.75690795]
3564,6.95,[6.45760312]
3565,5.99,[7.10932938]
3566,6.95,[8.89648998]
3567,3.0,[2.77440761]
3568,1.8,[1.94960264]
3569,10.09,[9.78340102]
3570,22.5,[21.7186594]
3571,11.5,[11.63961389]
3572,44.0,[43.60359346]
3573,20.12,[21.08591031]
3574,2.45,[2.72184738]
3575,19.9,[22.49503632]
3576,3.87,[1.8456121]
3577,6.5,[5.76483032]
3578,5.6,[5.89142496]
3579,10.48,[12.39475572]
3580,10.5,[11.77513583]
3581,14.5,[18.98749676]
3582,7.5,[8.8477608]
3583,35.5,[31.67439921]
3584,16.75,[18.47143886]
3585,3.9,[3.94971048]
3586,4.04,[3.81764964]
3587,4.25,[4.51768838]
3588,31.5,[33.06175671]
3589,13.75,[15.86116049]
3590,6.79,[7.51741044]
3591,1.75,[1.73055168]
3592,5.25,[4.10462792]
3593,3.75,[3.5602154]
3594,6.42,[5.20884262]
3595,3.25,[3.09604679]
3596,10.45,[8.34345043]
3597,13.9,[17.24201829]
3598,9.6,[9.539187]
3599,4.5,[5.14940464]
3600,29.3,[32.095536]
3601,2.6,[3.53177156]
3602,6.75,[6.35151105]
3603,10.85,[12.1354336]
3604,4.2,[4.85951856]
3605,7.5,[6.49048884]
3606,25.0,[21.88779325]
3607,9.5,[7.52483604]
3608,6.02,[6.60807453]
3609,2.5,[2.3911105]
3610,3.87,[2.55712405]
3611,3.2,[3.51107654]
3612,20.0,[22.38866601]
3613,6.85,[7.18043494]
3614,6.0,[6.04259866]
3615,5.5,[5.29423015]
3616,0.85,[2.39952248]
3617,18.0,[20.28020265]
3618,1.25,[1.92798452]
3619,1.15,[0.44484385]
3620,3.5,[2.76901037]
3621,25.64,[25.44782285]
3622,2.7,[3.43297735]
3623,3.89,[3.63995571]
3624,5.29,[4.75666594]
3625,18.25,[15.4045597]
3626,6.9,[6.69616366]
3627,39.47,[38.34995766]
3628,4.4,[3.85852223]
3629,3.4,[2.97320215]
3630,38.5,[37.75803973]
3631,11.94,[11.49777289]
3632,25.99,[28.22238956]
3633,17.02,[18.20875245]
3634,3.99,[3.09344692]
3635,19.25,[16.48411499]
3636,2.95,[4.18794675]
3637,9.25,[9.79804074]
3638,44.0,[41.02967608]
3639,2.9,[2.7336908]
3640,21.33,[25.01336004]
3641,3.1,[2.47840003]
3642,2.2,[1.68653822]
3643,2.21,[1.88795499]
3644,31.62,[29.22878517]
3645,18.64,[21.73519904]
3646,20.0,[17.63304109]
3647,3.33,[3.45679431]
3648,7.99,[7.21111943]
3649,6.46,[5.84785263]
3650,2.35,[2.09731676]
3651,10.91,[13.66683005]
3652,2.6,[1.87599424]
3653,4.25,[4.08560756]
3654,7.22,[7.03450972]
3655,9.5,[9.84888101]
3656,6.61,[5.82969914]
3657,7.53,[7.85227543]
3658,4.75,[5.36314638]
3659,8.42,[10.54888565]
3660,3.5,[4.53446782]
3661,2.9,[4.18582171]
3662,4.9,[6.42837051]
3663,44.0,[44.45476467]
3664,4.0,[4.52196292]
3665,2.35,[3.80705953]
3666,17.0,[18.79895182]
3667,19.75,[18.51686907]
3668,2.5,[2.69950075]
3669,5.5,[4.83873537]
3670,48.0,[40.94804763]
3671,13.77,[12.8741751]
3672,2.85,[2.54982894]
3673,2.75,[1.92528951]
3674,13.0,[13.67148762]
3675,5.57,[5.04628372]
3676,5.29,[7.01957783]
3677,30.0,[30.34068186]
3678,39.5,[35.4203432]
3679,27.0,[25.89240501]
3680,21.0,[29.0810692]
3681,18.98,[25.16687643]
3682,64.0,[49.88918225]
3683,2.3,[1.16957918]
3684,7.75,[8.00493386]
3685,11.75,[10.7347911]
3686,2.7,[1.59858262]
3687,5.5,[3.89756394]
3688,7.5,[7.50691735]
3689,1.7,[2.6679225]
3690,7.14,[5.82606426]
3691,5.27,[5.61462356]
3692,23.8,[23.36867486]
3693,4.85,[4.25982235]
3694,2.25,[1.58614163]
3695,1.1,[1.10852116]
3696,5.0,[3.84386116]
3697,7.35,[6.69109274]
3698,6.5,[5.77817165]
3699,7.2,[5.19954502]
3700,1.5,[1.76567308]
3701,17.5,[16.78994715]
3702,4.5,[8.25621627]
3703,4.1,[3.63452967]
3704,9.96,[8.9088392]
3705,3.5,[4.48969517]
3706,5.75,[5.99334764]
3707,7.85,[7.26856677]
3708,4.65,[4.61742754]
3709,4.41,[4.19317714]
3710,5.25,[4.91225628]
3711,5.29,[4.60143811]
3712,4.8,[4.84106587]
3713,3.67,[2.77272952]
3714,3.42,[4.14016161]
3715,4.75,[5.56589114]
3716,8.3,[8.41335049]
3717,11.5,[12.93228007]
3718,4.0,[4.6789192]
3719,23.41,[25.37327045]
3720,2.4,[1.40593354]
3721,7.1,[6.50060213]
3722,5.53,[6.8045831]
3723,12.01,[11.63571734]
3724,20.5,[26.16091094]
3725,5.98,[7.19696166]
3726,20.0,[18.21611656]
3727,5.48,[6.99616874]
3728,79.0,[63.08392098]
3729,23.75,[24.31717436]
3730,5.8,[8.37453369]
3731,4.75,[4.98618461]
3732,5.5,[5.93787435]
3733,4.05,[4.28068735]
3734,10.25,[8.69236415]
3735,2.75,[2.44631287]
3736,6.45,[7.3133023]
3737,32.0,[28.18927332]
3738,2.45,[3.28126665]
3739,9.35,[9.13772524]
3740,5.95,[5.63213638]
3741,5.0,[4.62058863]
3742,3.7,[3.56130508]
3743,3.9,[3.41876883]
3744,7.48,[7.46296072]
3745,17.11,[16.2177807]
3746,18.5,[19.24197272]
3747,2.75,[2.78744895]
3748,3.82,[3.02177961]
3749,2.4,[3.29935554]
3750,6.02,[6.56777563]
3751,9.5,[10.59955763]
3752,1.25,[0.14022195]
3753,9.74,[16.24084838]
3754,6.63,[6.83459936]
3755,8.45,[10.05087141]
3756,4.52,[3.29389961]
3757,12.25,[11.79368902]
3758,7.25,[7.39728432]
3759,2.75,[2.24681797]
3760,9.0,[16.10869924]
3761,3.14,[2.67339654]
3762,8.89,[9.05768061]
3763,11.85,[14.26013134]
3764,12.5,[13.16941372]
3765,10.5,[10.42813057]
3766,4.5,[2.41064936]
3767,7.25,[9.81367345]
3768,24.5,[23.97918823]
3769,2.85,[2.77917758]
3770,16.5,[16.4653746]
3771,20.0,[22.82214798]
3772,32.91,[34.07125251]
3773,7.78,[7.92795448]
3774,2.1,[1.63855386]
3775,8.0,[8.0636159]
3776,1.9,[1.71645495]
3777,2.3,[2.20068664]
3778,6.3,[9.56188989]
3779,5.54,[6.0536104]
3780,4.0,[5.15452736]
3781,2.0,[2.07747915]
3782,2.7,[2.6757535]
3783,33.0,[27.00208705]
3784,1.55,[1.80741944]
3785,4.0,[0.75705802]
3786,1.25,[0.65781861]
3787,6.75,[6.2768702]
3788,38.76,[34.19371063]
3789,6.2,[6.44224943]
3790,4.43,[4.24100379]
3791,7.99,[7.20375921]
3792,4.05,[3.28785958]
3793,24.46,[24.48847763]
3794,3.6,[5.31777195]
3795,28.75,[23.31015864]
3796,49.0,[48.41028079]
