,actual,predicted
2864,7.4,[9.31449384]
2865,13.5,[12.48096329]
2866,3.6,[4.16040263]
2867,1.6,[2.44363857]
2868,18.5,[20.65050776]
2869,18.46,[20.89798383]
2870,3.25,[2.67817464]
2871,6.8,[7.34089643]
2872,11.99,[13.21491929]
2873,7.75,[8.02313208]
2874,3.8,[5.04258532]
2875,16.25,[17.487074]
2876,8.62,[8.18654248]
2877,0.7,[3.2753738]
2878,40.0,[40.87250158]
2879,0.75,[2.97783195]
2880,4.95,[4.37896854]
2881,2.99,[3.09517275]
2882,4.08,[3.73745041]
2883,15.65,[14.22545106]
2884,13.5,[13.05566642]
2885,7.65,[8.47001817]
2886,32.25,[35.707437]
2887,5.75,[6.82888712]
2888,3.9,[3.84027383]
2889,3.47,[3.3710897]
2890,6.5,[6.41146865]
2891,7.5,[7.72449078]
2892,16.25,[16.42164846]
2893,5.25,[4.95075899]
2894,6.5,[5.75312649]
2895,3.69,[2.18245104]
2896,2.6,[1.54107703]
2897,10.85,[11.63330138]
2898,5.2,[6.93554148]
2899,7.25,[5.12859113]
2900,8.08,[13.35495624]
2901,4.29,[4.26875213]
2902,9.9,[8.16739529]
2903,3.25,[1.14691267]
2904,9.2,[9.95042451]
2905,2.7,[2.32818693]
2906,3.25,[2.8027439]
2907,12.5,[11.77371957]
2908,6.0,[7.68140969]
2909,8.75,[6.48955653]
2910,3.87,[2.78141139]
2911,9.44,[8.97953258]
2912,27.0,[29.37956228]
2913,3.65,[4.95619459]
2914,1.46,[1.10026855]
2915,3.25,[3.59910006]
2916,3.75,[3.21353103]
2917,4.35,[4.40816224]
2918,7.05,[7.07880658]
2919,1.35,[1.35445833]
2920,12.5,[14.55148827]
2921,5.68,[7.09990746]
2922,8.25,[8.71011776]
2923,8.49,[8.50452904]
2924,2.4,[3.32993483]
2925,12.75,[10.31480497]
2926,32.73,[31.04073465]
2927,3.75,[3.38076232]
2928,2.5,[2.41156469]
2929,5.5,[6.04387289]
2930,4.54,[2.89010898]
2931,0.9,[2.98913736]
2932,8.42,[9.20321781]
2933,2.93,[1.7361583]
2934,13.56,[14.80272314]
2935,20.5,[17.47529016]
2936,1.85,[0.48781367]
2937,5.95,[5.82155465]
2938,2.25,[2.58311607]
2939,2.13,[1.53617925]
2940,2.89,[2.78861941]
2941,3.85,[4.19139893]
2942,17.5,[17.11175911]
2943,4.9,[4.70053566]
2944,10.64,[11.37247086]
2945,9.75,[9.6690171]
2946,3.0,[1.86260637]
2947,6.75,[5.91635757]
2948,9.66,[10.33829504]
2949,15.25,[18.84867913]
2950,6.8,[6.84341278]
2951,4.95,[4.36099846]
2952,2.25,[1.82781312]
2953,7.9,[6.94328064]
2954,2.44,[1.85904748]
2955,7.25,[6.84558845]
2956,5.0,[4.4104533]
2957,4.35,[4.71620095]
2958,22.99,[24.04311931]
2959,4.0,[3.60340331]
2960,30.72,[29.06007234]
2961,1.92,[0.56628283]
2962,15.54,[14.25202814]
2963,9.3,[9.28599115]
2964,1.8,[2.47054708]
2965,4.45,[5.2895253]
2966,2.6,[2.95980962]
2967,10.5,[13.98737741]
2968,1.15,[1.79399064]
2969,4.75,[3.81875938]
2970,3.48,[3.03006549]
2971,3.1,[3.0753779]
2972,4.75,[4.34272897]
2973,2.5,[1.42579978]
2974,43.3,[37.82362447]
2975,10.36,[13.60626465]
2976,3.8,[3.95252812]
2977,6.0,[6.5807374]
2978,1.5,[2.11713492]
2979,33.66,[33.66808105]
2980,23.5,[23.08538211]
2981,6.55,[6.49265231]
2982,10.07,[11.94601659]
2983,12.75,[12.24075466]
2984,6.34,[5.15907537]
2985,1.88,[2.7754375]
2986,4.62,[4.63474563]
2987,24.0,[23.96824355]
2988,45.0,[41.9083928]
2989,6.05,[5.69582474]
2990,3.13,[2.2891699]
2991,2.36,[4.03549777]
2992,5.25,[5.25300128]
2993,6.0,[6.00982547]
2994,3.4,[3.70359968]
2995,25.5,[27.59875656]
2996,2.1,[2.61418439]
2997,2.35,[2.83452971]
2998,2.5,[3.23752117]
2999,6.4,[5.96866578]
3000,2.49,[2.11487224]
3001,7.0,[5.62925801]
3002,1.25,[0.75481984]
3003,2.49,[2.1981641]
3004,4.9,[5.23724875]
3005,12.5,[13.8141153]
3006,7.9,[9.61409882]
3007,15.0,[15.34367736]
3008,4.0,[3.1525413]
3009,3.85,[2.39806886]
3010,6.25,[6.16574414]
3011,4.8,[5.55794292]
3012,42.75,[37.65164947]
3013,56.5,[47.55902737]
3014,8.65,[10.16137523]
3015,3.95,[3.19780007]
3016,4.3,[4.36925053]
3017,4.5,[5.14632988]
3018,11.82,[10.42990956]
3019,5.0,[5.20676881]
3020,5.4,[6.20727084]
3021,2.9,[3.5197104]
3022,4.5,[5.29916012]
3023,8.5,[6.43907452]
3024,21.73,[22.00075469]
3025,4.78,[3.52403986]
3026,4.34,[3.59278683]
3027,32.78,[32.70820529]
3028,6.99,[7.08185199]
3029,2.5,[3.26346577]
3030,6.45,[7.74569179]
3031,6.95,[6.99459838]
3032,3.8,[2.49738621]
3033,28.0,[27.04215466]
3034,0.85,[3.76276302]
3035,4.7,[4.49086058]
3036,5.45,[5.4088379]
3037,5.25,[5.49124045]
3038,2.65,[2.8640727]
3039,1.99,[1.55533211]
3040,5.4,[4.47349939]
3041,6.15,[6.70666175]
3042,3.1,[3.34224348]
3043,8.45,[8.93269251]
3044,15.0,[16.35889273]
3045,3.65,[2.72184658]
3046,3.5,[-1.25409211]
3047,13.5,[14.51177806]
3048,9.45,[9.68490066]
3049,3.75,[2.65569047]
3050,2.44,[2.48178173]
3051,3.7,[5.52599407]
3052,6.95,[7.8471711]
3053,42.5,[36.59260074]
3054,3.65,[5.52156824]
3055,9.2,[7.74636894]
3056,2.65,[2.38822486]
3057,1.65,[0.71068326]
3058,5.5,[6.29857104]
3059,5.59,[5.7462431]
3060,5.8,[4.00692354]
3061,8.5,[8.59986565]
3062,26.0,[30.49661278]
3063,23.5,[22.2413083]
3064,6.0,[6.1842066]
3065,56.0,[48.07215998]
3066,16.95,[17.75438104]
3067,3.8,[4.51798069]
3068,3.57,[2.01241636]
3069,4.85,[3.51730616]
3070,15.2,[12.81044809]
3071,6.3,[5.95051406]
3072,3.95,[2.96987314]
3073,10.08,[11.03851681]
3074,5.63,[4.7772977]
3075,16.77,[16.40853454]
3076,41.5,[42.2887433]
3077,5.35,[4.86522939]
3078,4.25,[3.36576697]
3079,10.35,[12.67362926]
3080,9.73,[10.76864259]
3081,5.15,[5.8674489]
3082,5.95,[6.70982948]
3083,15.5,[16.30733082]
3084,7.83,[8.61405518]
3085,2.5,[1.30042267]
3086,2.5,[2.21796676]
3087,8.5,[11.81248926]
3088,10.75,[8.90151923]
3089,6.6,[6.27277088]
3090,4.4,[4.68396271]
3091,4.0,[3.59056828]
3092,9.43,[8.36961353]
3093,9.45,[11.06921742]
3094,10.0,[11.47253719]
3095,1.25,[1.50585901]
3096,3.75,[4.02592017]
3097,10.0,[3.34089187]
3098,11.88,[10.51894414]
3099,5.9,[5.50091118]
3100,19.0,[18.53060117]
3101,10.4,[9.76836335]
3102,17.98,[21.32257445]
3103,4.45,[4.87321117]
3104,6.25,[5.50807401]
3105,27.87,[27.5853529]
3106,6.5,[5.37202993]
3107,22.25,[26.35721664]
3108,10.25,[10.49448972]
3109,11.78,[13.541234]
3110,7.29,[8.77517268]
3111,13.85,[17.81243749]
3112,3.99,[3.2059915]
3113,7.0,[7.79468029]
3114,9.49,[10.48147596]
3115,3.95,[3.77724261]
3116,4.33,[4.15454296]
3117,5.11,[4.96532599]
3118,4.2,[3.81221803]
3119,2.8,[2.30421448]
3120,24.99,[24.82591847]
3121,5.95,[4.65365921]
3122,6.69,[6.85138833]
3123,5.45,[4.74187545]
3124,3.99,[4.39025728]
3125,3.3,[3.8928939]
3126,2.85,[2.72079638]
3127,14.5,[15.7658108]
3128,3.41,[3.66628358]
3129,7.99,[7.29890486]
3130,12.03,[12.59466981]
3131,7.85,[8.42636284]
3132,6.0,[3.86125776]
3133,18.5,[17.95779985]
3134,3.5,[4.56471018]
3135,4.25,[4.17776984]
3136,13.0,[11.27757449]
3137,2.65,[2.16052761]
3138,4.91,[4.84806219]
3139,3.55,[3.90145305]
3140,32.64,[33.00832577]
3141,6.75,[5.84372231]
3142,8.7,[12.4237645]
3143,7.56,[6.92300552]
3144,3.75,[2.64019048]
3145,28.5,[24.97184996]
3146,2.47,[1.81948682]
3147,5.9,[6.78183565]
3148,4.25,[4.4045407]
3149,4.1,[3.47382267]
3150,4.0,[4.40664441]
3151,43.6,[41.32889308]
3152,4.3,[4.53609961]
3153,3.6,[3.30199863]
3154,8.9,[5.68678882]
3155,9.0,[9.48250941]
3156,7.4,[7.1612057]
3157,2.65,[2.45507241]
3158,4.5,[4.2667458]
3159,3.95,[4.88004]
3160,5.95,[6.4297487]
3161,16.52,[18.87981078]
3162,7.97,[8.07519235]
3163,2.0,[2.28445425]
3164,3.25,[3.80041805]
3165,3.9,[4.97460357]
3166,5.35,[5.08374966]
3167,8.7,[8.29087181]
3168,4.6,[4.45154798]
3169,2.75,[2.57394786]
3170,3.6,[4.38172854]
3171,4.75,[4.77062873]
3172,29.0,[27.16329885]
3173,23.0,[22.8209361]
3174,5.5,[5.85963741]
3175,30.5,[27.96000711]
3176,1.65,[1.01119913]
3177,2.95,[2.6782208]
3178,25.75,[26.85928663]
3179,2.95,[3.13568894]
3180,11.56,[13.5385948]
3181,2.5,[2.24815976]
3182,3.65,[3.62034556]
3183,4.14,[3.89828249]
3184,3.7,[2.38833898]
3185,5.99,[6.8312247]
3186,2.25,[2.9483266]
3187,32.73,[32.56097851]
3188,7.55,[6.68940779]
3189,3.48,[2.13977953]
3190,5.15,[5.60002904]
3191,6.9,[8.07384918]
3192,1.85,[2.30848999]
3193,3.2,[3.28763717]
3194,12.0,[14.0970219]
3195,4.75,[4.60555025]
3196,5.25,[4.80025769]
3197,5.4,[4.5573972]
3198,4.45,[3.75472027]
3199,3.85,[3.7111461]
3200,3.75,[3.19083028]
3201,15.49,[16.15395575]
3202,4.5,[3.1738998]
3203,3.25,[3.27751896]
3204,83.96,[77.22630295]
3205,8.75,[9.36045964]
3206,6.17,[6.75202683]
3207,3.95,[4.12129972]
3208,6.21,[6.24998801]
3209,8.4,[12.38437257]
3210,6.75,[9.36589006]
3211,9.19,[8.72461822]
3212,10.19,[8.95918565]
3213,3.29,[2.46187463]
3214,5.0,[4.99804992]
3215,9.25,[9.95936134]
3216,4.12,[3.05575866]
3217,2.25,[2.70073759]
3218,2.45,[2.834084]
3219,6.2,[5.94621402]
3220,4.9,[3.27995318]
3221,20.0,[17.6074698]
3222,1.7,[1.49119985]
3223,75.0,[65.54031129]
3224,3.5,[2.38184258]
3225,4.4,[4.36902344]
3226,4.95,[6.4931417]
3227,3.99,[4.9423477]
3228,15.0,[21.86105388]
3229,6.1,[6.00160632]
3230,6.5,[6.04904701]
3231,4.5,[4.81629226]
3232,70.8,[65.00128843]
3233,5.0,[4.33369336]
3234,2.05,[2.63545827]
3235,10.5,[9.49899241]
3236,6.32,[5.9361733]
3237,5.9,[6.97706775]
3238,2.7,[2.4630537]
3239,4.65,[6.8369614]
3240,3.25,[3.49414937]
3241,2.5,[2.07832184]
3242,30.0,[32.02676344]
3243,4.7,[4.61345716]
3244,6.55,[5.94023767]
3245,19.75,[19.54768162]
3246,4.75,[4.4173321]
3247,0.53,[3.1003279]
3248,17.08,[17.88381409]
3249,1.7,[2.33155747]
3250,8.11,[9.21238172]
3251,16.5,[17.53580366]
3252,8.11,[8.57093017]
3253,3.75,[3.41689882]
3254,3.1,[2.18276413]
3255,1.15,[0.26836016]
3256,3.35,[3.73667037]
3257,11.66,[13.28184099]
3258,7.57,[7.7319022]
3259,8.4,[7.94730156]
3260,2.3,[1.8648609]
3261,6.3,[6.95105311]
3262,8.61,[8.00973646]
3263,8.5,[7.82587242]
3264,17.75,[17.18149625]
3265,8.9,[8.65643624]
3266,3.0,[2.60605164]
3267,8.0,[6.72261205]
3268,5.8,[5.3471525]
3269,4.9,[6.70970946]
3270,27.0,[27.45137244]
3271,5.2,[5.63454069]
3272,2.99,[2.47499348]
3273,1.9,[1.80369953]
3274,1.3,[0.183793]
3275,4.06,[3.83361282]
3276,5.8,[5.95975476]
3277,5.7,[6.25557176]
3278,26.0,[26.70121917]
3279,3.38,[2.6914597]
3280,5.25,[3.93488869]
3281,2.15,[1.74200507]
3282,15.45,[14.67570789]
3283,3.25,[2.10682481]
3284,9.25,[9.16020158]
3285,4.25,[4.58111255]
3286,9.85,[8.09418087]
3287,17.55,[20.93565461]
3288,1.65,[1.43249071]
3289,4.0,[4.99250516]
3290,4.5,[4.17719293]
3291,4.3,[5.57469908]
3292,31.15,[28.0044348]
3293,4.5,[5.03327815]
3294,4.45,[4.8490705]
3295,6.0,[6.07105213]
3296,2.9,[3.1680032]
3297,11.99,[17.33891333]
3298,19.6,[17.96852181]
3299,6.8,[6.26568314]
3300,5.7,[4.76107446]
3301,97.07,[76.00721125]
3302,2.3,[1.70708835]
3303,27.0,[25.70070648]
3304,1.38,[0.59907674]
3305,11.97,[11.82374899]
3306,3.0,[2.28954681]
3307,2.4,[2.4725179]
3308,8.15,[7.15143772]
3309,10.2,[12.67362926]
3310,6.75,[8.08818505]
3311,14.49,[17.32368054]
3312,75.0,[57.40347791]
3313,10.75,[9.89914944]
3314,46.95,[39.24160211]
3315,47.5,[49.53480917]
3316,2.0,[1.94132033]
3317,5.9,[5.34032806]
3318,18.0,[20.23697091]
3319,6.42,[6.45011633]
3320,2.69,[2.72738365]
3321,13.2,[12.03791319]
3322,7.75,[6.94487434]
3323,4.25,[4.72843591]
3324,3.0,[2.72193084]
3325,6.5,[5.70591382]
3326,2.81,[2.38989617]
3327,4.8,[3.52136179]
3328,6.0,[5.13371735]
3329,3.32,[2.44403543]
3330,25.64,[26.88226459]
3331,2.65,[-0.99055329]
3332,9.15,[9.47962842]
3333,16.56,[22.39340849]
3334,2.39,[2.5102692]
3335,16.75,[15.11101629]
3336,1.8,[2.31151592]
3337,1.5,[1.59408382]
3338,5.75,[6.2580601]
3339,2.65,[2.23696805]
3340,9.18,[9.1476565]
3341,11.5,[12.78175299]
3342,11.25,[12.74687754]
3343,9.75,[13.93112292]
3344,11.51,[12.50391877]
3345,3.8,[2.65216134]
3346,2.9,[2.62143551]
3347,5.77,[6.25794752]
3348,5.64,[4.70758691]
3349,2.35,[2.27992014]
3350,6.5,[5.78120995]
3351,10.5,[12.41119058]
3352,17.25,[16.62204103]
3353,3.84,[2.22237389]
3354,8.0,[9.02199204]
3355,2.75,[2.028874]
3356,4.83,[4.18511131]
3357,4.5,[1.83056054]
3358,2.85,[3.91734086]
3359,8.63,[9.14008043]
3360,5.4,[6.78504924]
3361,9.13,[8.5759691]
3362,30.54,[35.08331242]
3363,41.0,[41.60621838]
3364,4.3,[3.89061365]
3365,7.2,[5.94567337]
3366,39.41,[38.79388479]
3367,3.1,[3.22053587]
3368,1.4,[1.82749821]
3369,3.2,[2.07055943]
3370,5.5,[4.54488955]
3371,19.97,[20.91362878]
3372,23.68,[23.5254346]
3373,3.61,[3.90167039]
3374,5.2,[4.58010813]
3375,1.55,[2.12806121]
3376,9.18,[9.28065638]
3377,1.0,[0.53722391]
3378,11.5,[14.16431883]
3379,22.0,[23.70205855]
3380,4.45,[4.96596328]
3381,44.56,[44.2498986]
3382,3.75,[4.54249685]
3383,3.25,[3.72749152]
3384,18.75,[20.4632741]
3385,4.5,[3.28243665]
3386,2.5,[2.35916323]
3387,7.56,[7.46884489]
3388,11.0,[10.46449544]
3389,16.0,[14.06084977]
3390,9.5,[8.81785865]
3391,3.12,[2.31904906]
3392,7.9,[6.78521508]
3393,6.44,[7.52596937]
3394,4.72,[4.11913723]
3395,13.52,[13.95669931]
3396,6.22,[6.07247315]
3397,2.85,[3.20058711]
3398,3.5,[1.80639378]
3399,25.0,[26.98303317]
3400,5.91,[5.28599508]
3401,3.82,[3.2943964]
3402,58.91,[53.521629]
3403,2.5,[1.5316562]
3404,6.25,[9.7159098]
3405,20.0,[21.97906105]
3406,19.5,[20.39533445]
3407,3.5,[4.08646826]
3408,3.75,[2.87129746]
3409,4.2,[3.65145048]
3410,3.65,[2.73108959]
3411,10.85,[10.71978031]
3412,13.25,[13.47564322]
3413,8.5,[7.13601365]
3414,25.0,[26.78682422]
3415,3.85,[3.88868763]
3416,2.2,[3.11093811]
3417,45.86,[42.8258442]
3418,7.67,[7.53163853]
3419,0.86,[1.22948131]
3420,5.5,[5.95876337]
3421,6.2,[6.37555247]
3422,6.5,[6.60578933]
3423,6.35,[5.74483929]
3424,3.75,[3.13419176]
3425,12.0,[11.57595761]
3426,27.3,[25.98947053]
3427,16.5,[18.79448714]
3428,3.55,[4.02493375]
3429,5.6,[5.02341201]
3430,7.48,[7.92168528]
3431,2.65,[1.59765874]
3432,8.25,[8.88865154]
3433,0.8,[-0.28103769]
3434,3.3,[2.11433698]
3435,6.45,[5.82206421]
3436,5.72,[4.91011236]
3437,10.49,[10.53871075]
3438,1.85,[-0.49802453]
3439,3.75,[3.66119571]
3440,7.68,[9.07672136]
3441,8.27,[8.04180185]
3442,1.0,[1.15669459]
3443,3.41,[2.41014367]
3444,5.8,[4.84926251]
3445,3.3,[3.20600992]
3446,8.25,[8.13634186]
3447,6.85,[8.09250075]
3448,6.99,[5.90114225]
3449,15.5,[14.0782423]
3450,3.8,[4.32797314]
3451,7.35,[6.70426884]
3452,7.29,[7.63009665]
3453,6.5,[6.96089507]
3454,13.9,[13.71946687]
3455,5.87,[5.97274588]
3456,24.5,[24.33673588]
3457,10.99,[10.42677829]
3458,8.0,[7.75621302]
3459,3.5,[3.28821202]
3460,2.95,[3.29562546]
3461,8.0,[9.55076571]
3462,16.9,[17.72661471]
3463,1.11,[1.33152832]
3464,9.19,[11.7400946]
3465,3.39,[3.38069574]
3466,0.69,[1.12695424]
3467,4.25,[5.98304586]
3468,5.45,[5.81675026]
3469,1.94,[2.1881014]
3470,5.2,[8.1369752]
3471,11.5,[9.10054364]
3472,2.11,[1.63524503]
3473,9.65,[11.30776362]
3474,1.95,[2.63933119]
3475,29.5,[29.47344264]
3476,5.75,[5.55870824]
3477,5.6,[5.70051174]
3478,10.65,[10.13526992]
3479,5.5,[5.56093702]
3480,1.38,[0.63129932]
3481,8.51,[8.12111052]
3482,1.0,[0.71446782]
3483,12.0,[10.34255856]
3484,3.1,[1.70005611]
3485,8.99,[8.9690907]
3486,5.85,[6.09752717]
3487,2.35,[2.79143159]
3488,4.65,[4.01153861]
3489,5.53,[5.36174741]
3490,4.39,[4.87437356]
3491,3.25,[1.99866401]
3492,3.41,[2.75145808]
3493,14.45,[10.68289176]
3494,2.3,[2.10651384]
3495,20.04,[19.76834529]
3496,45.0,[30.39531741]
3497,3.9,[3.71026661]
3498,11.73,[11.94920628]
3499,8.25,[7.54098932]
3500,1.85,[0.66709748]
3501,6.25,[6.49916607]
3502,23.58,[22.17197014]
3503,5.25,[5.11483254]
3504,3.19,[1.48843651]
3505,4.1,[4.66214337]
3506,45.0,[38.33141078]
3507,17.0,[19.65758522]
3508,4.35,[4.58649923]
3509,3.1,[2.8414452]
3510,5.5,[5.5365182]
3511,5.84,[6.28951745]
3512,5.1,[7.0144834]
3513,3.65,[4.98041478]
3514,1.1,[2.20530487]
3515,3.6,[3.81246604]
3516,3.94,[3.2564925]
3517,3.7,[3.51690009]
3518,7.23,[8.33637284]
3519,2.75,[2.12794298]
3520,2.35,[1.53891399]
3521,6.2,[5.0405143]
3522,8.25,[8.70423605]
3523,13.99,[12.22829239]
3524,25.0,[23.63232563]
3525,13.05,[12.60603295]
3526,26.0,[27.50009309]
3527,8.0,[8.09218251]
3528,7.94,[8.07259812]
3529,10.11,[12.59726409]
3530,11.5,[12.78119895]
3531,3.25,[3.07495929]
3532,5.35,[5.98709111]
3533,3.6,[3.09505751]
3534,17.9,[17.55579786]
3535,1.0,[2.82795503]
3536,5.49,[5.88555048]
3537,6.75,[6.12802172]
3538,10.97,[14.13365762]
3539,8.25,[7.85518843]
3540,7.25,[5.08941233]
3541,3.3,[5.3075349]
3542,17.65,[20.91130199]
3543,4.25,[3.28790599]
3544,18.36,[18.50159356]
3545,3.52,[3.66002795]
3546,8.0,[10.37095734]
3547,2.62,[1.93471845]
3548,1.75,[2.24213624]
3549,1.35,[0.67736135]
3550,2.55,[2.43731149]
3551,2.48,[3.08784223]
3552,1.5,[1.60392503]
3553,50.66,[56.82469816]
3554,2.5,[4.1794901]
3555,3.71,[2.5062401]
3556,19.46,[17.41522813]
3557,29.5,[41.81088366]
3558,3.39,[4.16111741]
3559,2.7,[1.38224136]
3560,3.98,[4.13036102]
3561,2.15,[2.3920257]
3562,8.85,[11.22742432]
3563,8.95,[12.75377866]
3564,6.95,[6.46483904]
3565,5.99,[7.13107355]
3566,6.95,[8.8880564]
3567,3.0,[2.62485167]
3568,1.8,[2.23674091]
3569,10.09,[9.7910071]
3570,22.5,[21.70834473]
3571,11.5,[11.65181888]
3572,44.0,[43.49107153]
3573,20.12,[21.08795232]
3574,2.45,[2.63214648]
3575,19.9,[22.80818459]
3576,3.87,[1.87657116]
3577,6.5,[5.86657589]
3578,5.6,[6.13621741]
3579,10.48,[12.38998467]
3580,10.5,[11.7906753]
3581,14.5,[18.72044661]
3582,7.5,[8.88165758]
3583,35.5,[31.53987508]
3584,16.75,[18.46341518]
3585,3.9,[3.93283345]
3586,4.04,[3.77142201]
3587,4.25,[4.51461199]
3588,31.5,[33.08235458]
3589,13.75,[15.77986797]
3590,6.79,[7.52118027]
3591,1.75,[1.78502657]
3592,5.25,[4.14417166]
3593,3.75,[3.59736354]
3594,6.42,[5.17661617]
3595,3.25,[3.07895723]
3596,10.45,[8.36734322]
3597,13.9,[17.22765407]
3598,9.6,[9.63528963]
3599,4.5,[4.56939769]
3600,29.3,[32.22267173]
3601,2.6,[3.64902024]
3602,6.75,[6.11476106]
3603,10.85,[12.11352937]
3604,4.2,[4.87053146]
3605,7.5,[6.46580565]
3606,25.0,[21.88462474]
3607,9.5,[7.55589741]
3608,6.02,[6.61310766]
3609,2.5,[2.80865156]
3610,3.87,[2.70193937]
3611,3.2,[3.51010659]
3612,20.0,[22.32030447]
3613,6.85,[7.17581866]
3614,6.0,[6.05866397]
3615,5.5,[5.28534521]
3616,0.85,[2.41966628]
3617,18.0,[20.46587143]
3618,1.25,[1.57743689]
3619,1.15,[0.68748125]
3620,3.5,[2.78296017]
3621,25.64,[25.47132293]
3622,2.7,[3.41991468]
3623,3.89,[3.67721322]
3624,5.29,[4.70792163]
3625,18.25,[15.30645923]
3626,6.9,[6.62440164]
3627,39.47,[38.3324229]
3628,4.4,[3.90941025]
3629,3.4,[2.73709583]
3630,38.5,[37.71711559]
3631,11.94,[11.45631207]
3632,25.99,[28.20969959]
3633,17.02,[18.21511955]
3634,3.99,[3.10841038]
3635,19.25,[16.51062501]
3636,2.95,[4.14157437]
3637,9.25,[9.57358798]
3638,44.0,[41.02267375]
3639,2.9,[2.73672835]
3640,21.33,[25.09001819]
3641,3.1,[2.69469325]
3642,2.2,[1.69582534]
3643,2.21,[1.87920593]
3644,31.62,[29.20467922]
3645,18.64,[21.79425311]
3646,20.0,[17.61395334]
3647,3.33,[3.45402044]
3648,7.99,[7.18946154]
3649,6.46,[6.0410942]
3650,2.35,[2.04165787]
3651,10.91,[14.00409106]
3652,2.6,[1.82675717]
3653,4.25,[4.2428828]
3654,7.22,[7.04552912]
3655,9.5,[9.62404389]
3656,6.61,[5.83454903]
3657,7.53,[7.85079808]
3658,4.75,[5.35970602]
3659,8.42,[10.5675362]
3660,3.5,[4.6286681]
3661,2.9,[4.17431897]
3662,4.9,[6.3661811]
3663,44.0,[44.4109607]
3664,4.0,[4.71123985]
3665,2.35,[3.81120224]
3666,17.0,[19.26209132]
3667,19.75,[18.50535367]
3668,2.5,[2.66293085]
3669,5.5,[4.5739627]
3670,48.0,[40.64958789]
3671,13.77,[12.8542471]
3672,2.85,[2.5627099]
3673,2.75,[1.70822581]
3674,13.0,[13.85755532]
3675,5.57,[5.04079324]
3676,5.29,[6.91919106]
3677,30.0,[30.5517027]
3678,39.5,[35.24399349]
3679,27.0,[26.15180041]
3680,21.0,[29.11435484]
3681,18.98,[24.89875509]
3682,64.0,[50.08338969]
3683,2.3,[1.19307217]
3684,7.75,[8.01293678]
3685,11.75,[10.65494283]
3686,2.7,[1.59726604]
3687,5.5,[3.88500362]
3688,7.5,[7.61974109]
3689,1.7,[2.69895629]
3690,7.14,[5.80575097]
3691,5.27,[5.49839918]
3692,23.8,[23.26124456]
3693,4.85,[4.14232042]
3694,2.25,[1.80630841]
3695,1.1,[1.11403053]
3696,5.0,[3.72583439]
3697,7.35,[6.69074816]
3698,6.5,[6.14116124]
3699,7.2,[5.2019592]
3700,1.5,[1.6187939]
3701,17.5,[17.23284488]
3702,4.5,[8.07042716]
3703,4.1,[3.64793285]
3704,9.96,[8.62571718]
3705,3.5,[4.52502534]
3706,5.75,[5.97332613]
3707,7.85,[7.28746597]
3708,4.65,[4.35815372]
3709,4.41,[4.23945446]
3710,5.25,[5.14025624]
3711,5.29,[4.67675909]
3712,4.8,[4.95525801]
3713,3.67,[2.45812893]
3714,3.42,[4.15382249]
3715,4.75,[5.57999914]
3716,8.3,[8.40610821]
3717,11.5,[12.93287772]
3718,4.0,[4.62693247]
3719,23.41,[25.29791364]
3720,2.4,[1.28102236]
3721,7.1,[6.50360432]
3722,5.53,[6.82713786]
3723,12.01,[11.71901699]
3724,20.5,[26.14626784]
3725,5.98,[7.21965076]
3726,20.0,[18.27261684]
3727,5.48,[7.00635662]
3728,79.0,[63.07791105]
3729,23.75,[24.28272271]
3730,5.8,[7.90694604]
3731,4.75,[4.99789278]
3732,5.5,[5.96312065]
3733,4.05,[4.29533041]
3734,10.25,[8.6100506]
3735,2.75,[2.64068739]
3736,6.45,[7.30772906]
3737,32.0,[28.13887122]
3738,2.45,[3.24171886]
3739,9.35,[8.88334047]
3740,5.95,[5.6565726]
3741,5.0,[4.66247808]
3742,3.7,[3.43384786]
3743,3.9,[3.45850261]
3744,7.48,[7.50049764]
3745,17.11,[16.26256229]
3746,18.5,[19.23876521]
3747,2.75,[2.77288153]
3748,3.82,[3.01487329]
3749,2.4,[3.36716763]
3750,6.02,[6.47427256]
3751,9.5,[10.56355033]
3752,1.25,[0.42047948]
3753,9.74,[15.9117198]
3754,6.63,[6.83351173]
3755,8.45,[10.05102726]
3756,4.52,[3.30419199]
3757,12.25,[11.84578481]
3758,7.25,[7.50528948]
3759,2.75,[2.25005482]
3760,9.0,[16.20053382]
3761,3.14,[2.68595117]
3762,8.89,[9.06458448]
3763,11.85,[14.30698222]
3764,12.5,[13.23312756]
3765,10.5,[10.53052728]
3766,4.5,[2.03855777]
3767,7.25,[9.99960297]
3768,24.5,[23.93713321]
3769,2.85,[2.96708824]
3770,16.5,[16.47959343]
3771,20.0,[22.94186824]
3772,32.91,[34.26885196]
3773,7.78,[7.93186789]
3774,2.1,[1.64677533]
3775,8.0,[8.04742323]
3776,1.9,[1.71879278]
3777,2.3,[1.76533354]
3778,6.3,[9.31130759]
3779,5.54,[6.05026545]
3780,4.0,[5.18204802]
3781,2.0,[2.05080351]
3782,2.7,[2.47339328]
3783,33.0,[27.02563851]
3784,1.55,[1.87108288]
3785,4.0,[0.76157571]
3786,1.25,[0.69215898]
3787,6.75,[6.32293744]
3788,38.76,[34.09216628]
3789,6.2,[6.58845067]
3790,4.43,[4.23808167]
3791,7.99,[6.85556585]
3792,4.05,[3.28091134]
3793,24.46,[24.1980434]
3794,3.6,[5.39993672]
3795,28.75,[23.44899717]
3796,49.0,[48.40819702]
